"ID","NAME","STATUS","OPENINGTIME","CLOSINGTIME","DAYSOFWEEK","PARTOFREFERENCE","MANAGINGORGANIZATION","TYPECODE","TYPEDESCRIPTION"
"3101",Cama 3101,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3102",Cama 3102,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3103",Cama 3103,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3104",Cama 3104,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3105",Cama 3105,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3106",Cama 3106,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3107",Cama 3107,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3108",Cama 3108,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3109",Cama 3109 I,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3110",Cama 3110,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3111",Cama 3111,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3112",Cama 3112,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3113",Cama 3113,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3114",Cama 3114,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3115",Cama 3115,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3116",Cama 3116,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3117",Cama 3117,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3118",Cama 3118,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3119",Cama 3119,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3120",Cama 3120,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3121",Cama 3121,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3122",Cama 3122,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3123",Cama 3123,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3124",Cama 3124,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3125",Cama 3125,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3126",Cama 3126,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3127",Cama 3127,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3128",Cama 3128,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3129",Cama 3129,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3130",Cama 3130,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3131",Cama 3131,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3132",Cama 3132,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3133",Cama 3133,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3134",Cama 3134,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3135",Cama 3135,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3136",Cama 3136,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3137",Cama 3137,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3138",Cama 3138,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3100",CMQUI,BD,Bed
"3201",Cama 3201,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3202",Cama 3202,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3203",Cama 3203,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3204",Cama 3204,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3205",Cama 3205 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3206",Cama 3206 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3207",Cama 3207 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3208",Cama 3208 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3209",Cama 3209 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3210",Cama 3210 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3211",Cama 3211 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3212",Cama 3212 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3213",Cama 3213,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3214",Cama 3214,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3215",Cama 3215,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3216",Cama 3216,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3217",Cama 3217,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3218",Cama 3218,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3219",Cama 3219 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3220",Cama 3220 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3221",Cama 3221,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3222",Cama 3222,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3223",Cama 3223,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3224",Cama 3224,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3225",Cama 3225,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3226",Cama 3226,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3227",Cama 3227,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3228",Cama 3228,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3229",Cama 3229,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3230",Cama 3230,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3231",Cama 3231,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3232",Cama 3232,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3233",Cama 3233,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3234",Cama 3234,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3235",Cama 3235,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3236",Cama 3236,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3237",Cama 3237,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3200",CMQUI,BD,Bed
"3301",Cama 3301,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3302",Cama 3302,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3303",Cama 3303,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3304",Cama 3304,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3305",Cama 3305,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3306",Cama 3306,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3307",Cama 3307,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3308",Cama 3308,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3309",Cama 3309 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3310",Cama 3310 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3311",Cama 3311,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3312",Cama 3312,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3313",Cama 3313,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3314",Cama 3314,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3315",Cama 3315,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3316",Cama 3316,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3317",Cama 3317,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3318",Cama 3318,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3319",Cama 3319 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3320",Cama 3320 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3321",Cama 3321,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3322",Cama 3322,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3323",Cama 3323,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3324",Cama 3324,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3326",Cama 3326,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3327",Cama 3327,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3328",Cama 3328,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3329",Cama 3329,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3330",Cama 3330,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3331",Cama 3331,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3332",Cama 3332,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3333",Cama 3333,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3334",Cama 3334,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3335",Cama 3335,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3336",Cama 3336,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3337",Cama 3337,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3338",Cama 3338,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3339",Cama 3339,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3340",Cama 3340,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3341",Cama 3341,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3300",CMQUI,BD,Bed
"3401",Cama 3401 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3402",Cama 3402 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3403",Cama 3403 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3404",Cama 3404 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3405",Cama 3405 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3406",Cama 3406 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3407",Cama 3407,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3408",Cama 3408,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3409",Cama 3409,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3410",Cama 3410,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3411",Cama 3411,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"1411 TMO",Cama 1411 TMO,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","1400",CMQUI,BD,Bed
"3412",Cama 3412,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3413",Cama 3413 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3414",Cama 3414 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3415",Cama 3415,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3416",Cama 3416,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3417",Cama 3417,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3418",Cama 3418,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3419",Cama 3419,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3420",Cama 3420,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3421",Cama 3421,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3422",Cama 3422,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3423",Cama 3423,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3424",Cama 3424,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3425",Cama 3425,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3426",Cama 3426,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3427",Cama 3427,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3428",Cama 3428,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3429",Cama 3429,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3430",Cama 3430,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3431",Cama 3431,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3432",Cama 3432,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3433",Cama 3433,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"3434",Cama 3434,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","3400",CMQUI,BD,Bed
"4101",Cama 4101,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4102",Cama 4102,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4103",Cama 4103 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4104",Cama 4104 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4105",Cama 4105,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4106",Cama 4106,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4107",Cama 4107,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4108",Cama 4108,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4109",Cama 4109,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4110",Cama 4110,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4111",Cama 4111,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4112",Cama 4112,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4113",Cama 4113,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4114",Cama 4114,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4115",Cama 4115,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4116",Cama 4116 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4117",Cama 4117 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4118",Cama 4118,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4119",Cama 4119,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4120",Cama 4120,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4121",Cama 4121,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4122",Cama 4122,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4123",Cama 4123,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4124",Cama 4124,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4125",Cama 4125,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4126",Cama 4126,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4127",Cama 4127,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4128",Cama 4128,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4129",Cama 4129,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4130",Cama 4130,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4131",Cama 4131,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4100",CMQUI,BD,Bed
"4201",Cama 4201,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4202",Cama 4202,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4203",Cama 4203,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4204",Cama 4204,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4205",Cama 4205,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4206",Cama 4206,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4207",Cama 4207,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4208",Cama 4208,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4209",Cama 4209 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4210",Cama 4210 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4211",Cama 4211 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4212",Cama 4212 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4213",Cama 4213 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4214",Cama 4214 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4215",Cama 4215 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4216",Cama 4216 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4217",Cama 4217,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4218",Cama 4218,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4219",Cama 4219,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4220",Cama 4220,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4221",Cama 4221 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4222",Cama 4222 P,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4223",Cama 4223,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4224",Cama 4224,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4225",Cama 4225,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4226",Cama 4226,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4227",Cama 4227,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4228",Cama 4228,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4229",Cama 4229,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4230",Cama 4230,active,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4231",Cama 4231,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4232",Cama 4232,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4200",CMQUI,BD,Bed
"4434",Cama 4434,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4400",CMQUI,BD,Bed
"4435",Cama 4435,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4400",CMQUI,BD,Bed
"4436",Cama 4436,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4400",CMQUI,BD,Bed
"4437",Cama 4437,inactive,"00:00:00","23:59:59","mon,tue,wed,thu,fri,sat,sun","4400",CMQUI,BD,Bed
